校系名稱,href,
數學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502061&school_no=S1010
數學系應用數學碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502063&school_no=S1010
化學暨生物化學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502065&school_no=S1010
生物醫學科學系分子生物碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502087&school_no=S1010
生物醫學科學系生物醫學碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502091&school_no=S1010
生物醫學科學系生物醫學碩士班-甄試(逕予錄取-在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502092&school_no=S1010
心理學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502093&school_no=S1010
資訊工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502096&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502153&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502155&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502158&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502163&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502172&school_no=S1010
機械工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502175&school_no=S1010
機械工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502190&school_no=S1010
機械工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502196&school_no=S1010
通訊工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502199&school_no=S1010
通訊工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502208&school_no=S1010
地球與環境科學系地震學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502218&school_no=S1010
地球與環境科學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502231&school_no=S1010
物理學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502248&school_no=S1010
中國文學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515128&school_no=S1010
外國語文學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515138&school_no=S1010
外國語文學系英語教學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515141&school_no=S1010
歷史學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515143&school_no=S1010
哲學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515149&school_no=S1010
語言學研究所語言學組碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515157&school_no=S1010
語言學研究所語言學組碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515165&school_no=S1010
語言學研究所語言學組碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515170&school_no=S1010
語言學研究所語言學組碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515172&school_no=S1010
台灣文學與創意應用研究所碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515173&school_no=S1010
數學系統計科學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515178&school_no=S1010
化學暨生物化學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515182&school_no=S1010
生物醫學科學系分子生物碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515223&school_no=S1010
生物醫學科學系生物醫學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515231&school_no=S1010
社會福利學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515244&school_no=S1010
社會福利學系碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515258&school_no=S1010
心理學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515260&school_no=S1010
心理學系臨床心理學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515265&school_no=S1010
勞工關係學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515278&school_no=S1010
政治學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515283&school_no=S1010
傳播學系電訊傳播碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515290&school_no=S1010
戰略暨國際事務研究所碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515306&school_no=S1010
資訊工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515318&school_no=S1010
資訊工程學系碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515461&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515462&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515492&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515521&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515551&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515583&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515597&school_no=S1010
機械工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515612&school_no=S1010
機械工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515649&school_no=S1010
機械工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515664&school_no=S1010
化學工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515675&school_no=S1010
通訊工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515715&school_no=S1010
通訊工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515724&school_no=S1010
光機電整合工程研究所-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515745&school_no=S1010
前瞻製造系統碩士學位學程-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515757&school_no=S1010
經濟學系國際經濟學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515759&school_no=S1010
財務金融學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515791&school_no=S1010
企業管理學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515838&school_no=S1010
會計與資訊科技學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515871&school_no=S1010
會計與資訊科技學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515892&school_no=S1010
資訊管理學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515898&school_no=S1010
企業管理學系行銷管理碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515931&school_no=S1010
資訊管理學系醫療資訊管理碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515946&school_no=S1010
國際財務金融管理碩士學位學程-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515953&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515955&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515966&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515969&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515976&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515980&school_no=S1010
財經法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515983&school_no=S1010
財經法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515997&school_no=S1010
成人及繼續教育學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515998&school_no=S1010
教育學研究所教育學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516010&school_no=S1010
犯罪防治學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516024&school_no=S1010
犯罪防治學系碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516035&school_no=S1010
運動競技學系運動與休閒教育碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516041&school_no=S1010
運動競技學系運動與休閒教育碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516065&school_no=S1010
教育學研究所課程與教學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516068&school_no=S1010
教育學研究所課程與教學碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516075&school_no=S1010
成人及繼續教育學系高齡者教育碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516076&school_no=S1010
﻿校系名稱,href,
數學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502061&school_no=S1010
數學系應用數學碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502063&school_no=S1010
化學暨生物化學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502065&school_no=S1010
生物醫學科學系分子生物碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502087&school_no=S1010
生物醫學科學系生物醫學碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502091&school_no=S1010
生物醫學科學系生物醫學碩士班-甄試(逕予錄取-在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502092&school_no=S1010
心理學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502093&school_no=S1010
資訊工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502096&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502153&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502155&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502158&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502163&school_no=S1010
電機工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502172&school_no=S1010
機械工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502175&school_no=S1010
機械工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502190&school_no=S1010
機械工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502196&school_no=S1010
通訊工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502199&school_no=S1010
通訊工程學系碩士班-甄試(逕予錄取),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502208&school_no=S1010
地球與環境科學系地震學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502218&school_no=S1010
地球與環境科學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502231&school_no=S1010
物理學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1502248&school_no=S1010
中國文學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515128&school_no=S1010
外國語文學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515138&school_no=S1010
外國語文學系英語教學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515141&school_no=S1010
歷史學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515143&school_no=S1010
哲學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515149&school_no=S1010
語言學研究所語言學組碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515157&school_no=S1010
語言學研究所語言學組碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515165&school_no=S1010
語言學研究所語言學組碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515170&school_no=S1010
語言學研究所語言學組碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515172&school_no=S1010
台灣文學與創意應用研究所碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515173&school_no=S1010
數學系統計科學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515178&school_no=S1010
化學暨生物化學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515182&school_no=S1010
生物醫學科學系分子生物碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515223&school_no=S1010
生物醫學科學系生物醫學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515231&school_no=S1010
社會福利學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515244&school_no=S1010
社會福利學系碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515258&school_no=S1010
心理學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515260&school_no=S1010
心理學系臨床心理學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515265&school_no=S1010
勞工關係學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515278&school_no=S1010
政治學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515283&school_no=S1010
傳播學系電訊傳播碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515290&school_no=S1010
戰略暨國際事務研究所碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515306&school_no=S1010
資訊工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515318&school_no=S1010
資訊工程學系碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515461&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515462&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515492&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515521&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515551&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515583&school_no=S1010
電機工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515597&school_no=S1010
機械工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515612&school_no=S1010
機械工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515649&school_no=S1010
機械工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515664&school_no=S1010
化學工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515675&school_no=S1010
通訊工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515715&school_no=S1010
通訊工程學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515724&school_no=S1010
光機電整合工程研究所-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515745&school_no=S1010
前瞻製造系統碩士學位學程-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515757&school_no=S1010
經濟學系國際經濟學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515759&school_no=S1010
財務金融學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515791&school_no=S1010
企業管理學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515838&school_no=S1010
會計與資訊科技學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515871&school_no=S1010
會計與資訊科技學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515892&school_no=S1010
資訊管理學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515898&school_no=S1010
企業管理學系行銷管理碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515931&school_no=S1010
資訊管理學系醫療資訊管理碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515946&school_no=S1010
國際財務金融管理碩士學位學程-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515953&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515955&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515966&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515969&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515976&school_no=S1010
法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515980&school_no=S1010
財經法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515983&school_no=S1010
財經法律學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515997&school_no=S1010
成人及繼續教育學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1515998&school_no=S1010
教育學研究所教育學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516010&school_no=S1010
犯罪防治學系碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516024&school_no=S1010
犯罪防治學系碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516035&school_no=S1010
運動競技學系運動與休閒教育碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516041&school_no=S1010
運動競技學系運動與休閒教育碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516065&school_no=S1010
教育學研究所課程與教學碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516068&school_no=S1010
教育學研究所課程與教學碩士班-甄試(在職生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516075&school_no=S1010
成人及繼續教育學系高齡者教育碩士班-甄試(一般生),https://www.tkbgo.com.tw/mutualChabang/toDepBoard.jsp?state=1&seq_no=1516076&school_no=S1010
